Place,Population,Per Capita Income,Poverty Count,Poverty Rate,County,State
"Somervell County, Texas",8860,29449,2017,22.77%,Somervell County,Texas
"Starr County, Texas",64078,14179,22015,34.36%,Starr County,Texas
"Stephens County, Texas",9364,25015,1835,19.6%,Stephens County,Texas
"Sterling County, Texas",1231,28757,29,2.36%,Sterling County,Texas
"Stonewall County, Texas",1476,25638,169,11.45%,Stonewall County,Texas
"Sutton County, Texas",3824,26904,531,13.89%,Sutton County,Texas
"Swisher County, Texas",7432,19697,1706,22.95%,Swisher County,Texas
"Tarrant County, Texas",2049770,33292,241703,11.79%,Tarrant County,Texas
"Taylor County, Texas",136870,27162,19764,14.44%,Taylor County,Texas
"Terrell County, Texas",896,25687,84,9.38%,Terrell County,Texas
"Terry County, Texas",12528,20627,2208,17.62%,Terry County,Texas
"Throckmorton County, Texas",1436,30463,241,16.78%,Throckmorton County,Texas
"Titus County, Texas",32640,21730,5700,17.46%,Titus County,Texas
"Tom Green County, Texas",117986,29505,15164,12.85%,Tom Green County,Texas
"Travis County, Texas",1226805,43658,143785,11.72%,Travis County,Texas
"Trinity County, Texas",14620,25026,2244,15.35%,Trinity County,Texas
"Tyler County, Texas",21518,20249,3114,14.47%,Tyler County,Texas
"Upshur County, Texas",41018,25285,6471,15.78%,Upshur County,Texas
"Upton County, Texas",3659,25447,505,13.8%,Upton County,Texas
"Uvalde County, Texas",26920,20329,4737,17.6%,Uvalde County,Texas
"Val Verde County, Texas",48969,21370,9536,19.47%,Val Verde County,Texas
"Van Zandt County, Texas",55103,27900,7377,13.39%,Van Zandt County,Texas
"Victoria County, Texas",92109,29199,13620,14.79%,Victoria County,Texas
"Walker County, Texas",72321,18544,12325,17.04%,Walker County,Texas
"Waller County, Texas",51832,25401,7827,15.1%,Waller County,Texas
"Ward County, Texas",11658,25931,1446,12.4%,Ward County,Texas
"Washington County, Texas",35163,32625,3959,11.26%,Washington County,Texas
"Webb County, Texas",273526,18466,74264,27.15%,Webb County,Texas
"Wharton County, Texas",41577,25298,7212,17.35%,Wharton County,Texas
"Wheeler County, Texas",5338,27093,965,18.08%,Wheeler County,Texas
"Wichita County, Texas",131596,24872,19693,14.96%,Wichita County,Texas
"Wilbarger County, Texas",12833,23696,2390,18.62%,Wilbarger County,Texas
"Willacy County, Texas",21588,14888,5468,25.33%,Willacy County,Texas
"Williamson County, Texas",547604,37242,34818,6.36%,Williamson County,Texas
"Wilson County, Texas",49173,32312,4652,9.46%,Wilson County,Texas
"Winkler County, Texas",7867,24467,1167,14.83%,Winkler County,Texas
"Wise County, Texas",66290,29418,6983,10.53%,Wise County,Texas
"Wood County, Texas",44366,29005,6257,14.1%,Wood County,Texas
"Yoakum County, Texas",8631,24582,726,8.41%,Yoakum County,Texas
"Young County, Texas",18036,27423,2183,12.1%,Young County,Texas
"Zapata County, Texas",14304,20169,4888,34.17%,Zapata County,Texas
"Zavala County, Texas",12039,13835,4011,33.32%,Zavala County,Texas
"Beaver County, Utah",6517,23382,584,8.96%,Beaver County,Utah
"Box Elder County, Utah",53946,24797,4220,7.82%,Box Elder County,Utah
"Cache County, Utah",124165,23713,18616,14.99%,Cache County,Utah
"Carbon County, Utah",20308,23862,3347,16.48%,Carbon County,Utah
"Daggett County, Utah",613,29574,18,2.94%,Daggett County,Utah
"Davis County, Utah",345767,31205,18571,5.37%,Davis County,Utah
"Duchesne County, Utah",20148,24573,2696,13.38%,Duchesne County,Utah
"Emery County, Utah",10117,23705,1169,11.55%,Emery County,Utah
"Garfield County, Utah",4998,25247,791,15.83%,Garfield County,Utah
"Grand County, Utah",9640,27431,860,8.92%,Grand County,Utah
"Iron County, Utah",51213,22909,8622,16.84%,Iron County,Utah
"Juab County, Utah",11301,22830,1405,12.43%,Juab County,Utah
"Kane County, Utah",7484,26070,911,12.17%,Kane County,Utah
"Millard County, Utah",12854,25225,1597,12.42%,Millard County,Utah
"Morgan County, Utah",11664,31732,322,2.76%,Morgan County,Utah
"Piute County, Utah",1866,19012,314,16.83%,Piute County,Utah
"Rich County, Utah",2389,23464,296,12.39%,Rich County,Utah
"Salt Lake County, Utah",1133646,33238,102809,9.07%,Salt Lake County,Utah
"San Juan County, Utah",15302,18987,3716,24.28%,San Juan County,Utah
"Sanpete County, Utah",29850,20056,4048,13.56%,Sanpete County,Utah
"Sevier County, Utah",21280,23514,3118,14.65%,Sevier County,Utah
"Summit County, Utah",41103,56575,2289,5.57%,Summit County,Utah
"Tooele County, Utah",67397,25949,4150,6.16%,Tooele County,Utah
"Uintah County, Utah",36084,25759,4479,12.41%,Uintah County,Utah
"Utah County, Utah",605490,26215,62829,10.38%,Utah County,Utah
"Wasatch County, Utah",31708,35641,1865,5.88%,Wasatch County,Utah
"Washington County, Utah",165811,29010,19289,11.63%,Washington County,Utah
"Wayne County, Utah",2689,22038,255,9.48%,Wayne County,Utah
"Weber County, Utah",251498,27828,25351,10.08%,Weber County,Utah
"Addison County, Vermont",36882,34741,2435,6.6%,Addison County,Vermont
"Bennington County, Vermont",35746,33789,3742,10.47%,Bennington County,Vermont
"Caledonia County, Vermont",30234,29769,3670,12.14%,Caledonia County,Vermont
"Chittenden County, Vermont",162646,39062,18473,11.36%,Chittenden County,Vermont
"Essex County, Vermont",6200,25376,828,13.35%,Essex County,Vermont
"Franklin County, Vermont",49116,31195,4207,8.57%,Franklin County,Vermont
"Grand Isle County, Vermont",7022,39770,524,7.46%,Grand Isle County,Vermont
"Lamoille County, Vermont",25318,36747,3359,13.27%,Lamoille County,Vermont
"Orange County, Vermont",28908,31697,2749,9.51%,Orange County,Vermont
"Orleans County, Vermont",26901,27023,3412,12.68%,Orleans County,Vermont
"Rutland County, Vermont",58892,31391,5710,9.7%,Rutland County,Vermont
"Washington County, Vermont",58350,35236,5916,10.14%,Washington County,Vermont
"Windham County, Vermont",42823,32535,5626,13.14%,Windham County,Vermont
"Windsor County, Vermont",55275,36252,5001,9.05%,Windsor County,Vermont
"Accomack County, Virginia",32673,26018,6141,18.8%,Accomack County,Virginia
"Albemarle County, Virginia",107405,44799,9142,8.51%,Albemarle County,Virginia
"Alleghany County, Virginia",15157,27338,2925,19.3%,Alleghany County,Virginia
"Amelia County, Virginia",12953,31688,1375,10.62%,Amelia County,Virginia
"Amherst County, Virginia",31775,26712,4327,13.62%,Amherst County,Virginia
"Appomattox County, Virginia",15707,28586,2062,13.13%,Appomattox County,Virginia
"Arlington County, Virginia",233464,71841,15625,6.69%,Arlington County,Virginia
"Augusta County, Virginia",75079,30272,6128,8.16%,Augusta County,Virginia
"Bath County, Virginia",4307,27527,460,10.68%,Bath County,Virginia
"Bedford County, Virginia",78376,33678,6917,8.83%,Bedford County,Virginia
"Bland County, Virginia",6388,22522,564,8.83%,Bland County,Virginia
"Botetourt County, Virginia",33343,35893,2126,6.38%,Botetourt County,Virginia
"Brunswick County, Virginia",16520,21732,2883,17.45%,Brunswick County,Virginia
"Buchanan County, Virginia",21788,19496,5905,27.1%,Buchanan County,Virginia
"Buckingham County, Virginia",17059,20605,2340,13.72%,Buckingham County,Virginia
"Campbell County, Virginia",55225,27739,5983,10.83%,Campbell County,Virginia
"Caroline County, Virginia",30381,31568,2466,8.12%,Caroline County,Virginia
"Carroll County, Virginia",29801,25449,4315,14.48%,Carroll County,Virginia
"Charles City County, Virginia",7014,35304,919,13.1%,Charles City County,Virginia
"Charlotte County, Virginia",12040,22018,2798,23.24%,Charlotte County,Virginia
"Chesterfield County, Virginia",343551,37658,23060,6.71%,Chesterfield County,Virginia
"Clarke County, Virginia",14423,41332,1080,7.49%,Clarke County,Virginia
"Craig County, Virginia",5110,30103,451,8.83%,Craig County,Virginia
"Culpeper County, Virginia",51101,32028,3843,7.52%,Culpeper County,Virginia
"Cumberland County, Virginia",9824,25138,1738,17.69%,Cumberland County,Virginia
"Dickenson County, Virginia",14756,24978,3665,24.84%,Dickenson County,Virginia
"Dinwiddie County, Virginia",28485,28922,3371,11.83%,Dinwiddie County,Virginia
"Essex County, Virginia",10998,26847,1835,16.68%,Essex County,Virginia
"Fairfax County, Virginia",1145862,56231,69450,6.06%,Fairfax County,Virginia
"Fauquier County, Virginia",69728,45408,4030,5.78%,Fauquier County,Virginia
"Floyd County, Virginia",15704,26882,1613,10.27%,Floyd County,Virginia
"Fluvanna County, Virginia",26594,39633,1370,5.15%,Fluvanna County,Virginia
"Franklin County, Virginia",56187,30487,7869,14.01%,Franklin County,Virginia
"Frederick County, Virginia",86415,35123,5229,6.05%,Frederick County,Virginia
"Giles County, Virginia",16772,27137,1683,10.03%,Giles County,Virginia
"Gloucester County, Virginia",37222,33692,3251,8.73%,Gloucester County,Virginia
"Goochland County, Virginia",22865,51720,1133,4.96%,Goochland County,Virginia
"Grayson County, Virginia",15742,21663,3076,19.54%,Grayson County,Virginia
"Greene County, Virginia",19519,32508,1231,6.31%,Greene County,Virginia
"Greensville County, Virginia",11525,19550,1259,10.92%,Greensville County,Virginia
"Halifax County, Virginia",34552,23909,4690,13.57%,Halifax County,Virginia
"Hanover County, Virginia",105537,41200,5487,5.2%,Hanover County,Virginia
"Henrico County, Virginia",327535,39516,29673,9.06%,Henrico County,Virginia
"Henry County, Virginia",51308,22372,9149,17.83%,Henry County,Virginia
"Highland County, Virginia",2204,31485,220,9.98%,Highland County,Virginia
"Isle of Wight County, Virginia",36627,37126,3818,10.42%,Isle of Wight County,Virginia
"James City County, Virginia",74916,44495,5366,7.16%,James City County,Virginia
"King and Queen County, Virginia",7042,31174,874,12.41%,King and Queen County,Virginia
"King George County, Virginia",26229,38739,1329,5.07%,King George County,Virginia
"King William County, Virginia",16688,30704,1400,8.39%,King William County,Virginia
"Lancaster County, Virginia",10724,40062,1035,9.65%,Lancaster County,Virginia
"Lee County, Virginia",23948,19720,5694,23.78%,Lee County,Virginia
"Loudoun County, Virginia",395134,55744,13342,3.38%,Loudoun County,Virginia
"Louisa County, Virginia",36040,34041,4209,11.68%,Louisa County,Virginia
"Lunenburg County, Virginia",12282,19848,1856,15.11%,Lunenburg County,Virginia
"Madison County, Virginia",13170,30777,852,6.47%,Madison County,Virginia
"Mathews County, Virginia",8788,35731,990,11.27%,Mathews County,Virginia
"Mecklenburg County, Virginia",30728,25056,5627,18.31%,Mecklenburg County,Virginia
"Middlesex County, Virginia",10675,31502,1036,9.7%,Middlesex County,Virginia
"Montgomery County, Virginia",98140,30054,20897,21.29%,Montgomery County,Virginia
"Nelson County, Virginia",14831,35489,1909,12.87%,Nelson County,Virginia
"New Kent County, Virginia",21686,38080,1457,6.72%,New Kent County,Virginia
"Northampton County, Virginia",11885,28518,2079,17.49%,Northampton County,Virginia
"Northumberland County, Virginia",12190,36261,1776,14.57%,Northumberland County,Virginia
"Nottoway County, Virginia",15433,24571,2519,16.32%,Nottoway County,Virginia
"Orange County, Virginia",36010,32292,2873,7.98%,Orange County,Virginia
"Page County, Virginia",23788,25170,3553,14.94%,Page County,Virginia
"Patrick County, Virginia",17748,24292,2467,13.9%,Patrick County,Virginia
"Pittsylvania County, Virginia",61256,26032,9656,15.76%,Pittsylvania County,Virginia
"Powhatan County, Virginia",28815,37424,1405,4.88%,Powhatan County,Virginia
"Prince Edward County, Virginia",22905,21017,3248,14.18%,Prince Edward County,Virginia
"Prince George County, Virginia",38114,29420,2765,7.25%,Prince George County,Virginia
"Prince William County, Virginia",461423,40932,30294,6.57%,Prince William County,Virginia
"Pulaski County, Virginia",34182,28125,4862,14.22%,Pulaski County,Virginia
"Rappahannock County, Virginia",7378,41792,642,8.7%,Rappahannock County,Virginia
"Richmond County, Virginia",8884,22853,1254,14.12%,Richmond County,Virginia
"Roanoke County, Virginia",93823,36469,6335,6.75%,Roanoke County,Virginia
"Rockbridge County, Virginia",22570,31539,3167,14.03%,Rockbridge County,Virginia
"Rockingham County, Virginia",80284,31275,6895,8.59%,Rockingham County,Virginia
"Russell County, Virginia",27141,21605,5677,20.92%,Russell County,Virginia
"Scott County, Virginia",21902,22898,3254,14.86%,Scott County,Virginia
"Shenandoah County, Virginia",43224,28882,4919,11.38%,Shenandoah County,Virginia
"Smyth County, Virginia",30767,21605,5654,18.38%,Smyth County,Virginia
"Southampton County, Virginia",17880,26600,1473,8.24%,Southampton County,Virginia
"Spotsylvania County, Virginia",132833,37212,9198,6.92%,Spotsylvania County,Virginia
"Stafford County, Virginia",146773,42126,6315,4.3%,Stafford County,Virginia
"Surry County, Virginia",6523,30260,1033,15.84%,Surry County,Virginia
"Sussex County, Virginia",11377,21652,1187,10.43%,Sussex County,Virginia
"Tazewell County, Virginia",41603,23738,7004,16.84%,Tazewell County,Virginia
"Warren County, Virginia",39492,32086,3835,9.71%,Warren County,Virginia
"Washington County, Virginia",54071,27524,7598,14.05%,Washington County,Virginia
"Westmoreland County, Virginia",17751,32996,2636,14.85%,Westmoreland County,Virginia
"Wise County, Virginia",38486,21500,7796,20.26%,Wise County,Virginia
"Wythe County, Virginia",28844,27381,4230,14.67%,Wythe County,Virginia
"York County, Virginia",67982,41201,3273,4.81%,York County,Virginia
"Alexandria city, Virginia",157613,62679,16108,10.22%,Alexandria city,Virginia
"Bristol city, Virginia",16912,23015,3753,22.19%,Bristol city,Virginia
"Buena Vista city, Virginia",6484,21419,1519,23.43%,Buena Vista city,Virginia
"Charlottesville city, Virginia",47096,38328,10645,22.6%,Charlottesville city,Virginia
"Chesapeake city, Virginia",239982,35536,20024,8.34%,Chesapeake city,Virginia
"Colonial Heights city, Virginia",17428,28364,2083,11.95%,Colonial Heights city,Virginia
"Covington city, Virginia",5598,25309,722,12.9%,Covington city,Virginia
"Danville city, Virginia",41070,22826,8813,21.46%,Danville city,Virginia
"Emporia city, Virginia",5442,18494,1408,25.87%,Emporia city,Virginia
"Fairfax city, Virginia",23531,50029,2113,8.98%,Fairfax city,Virginia
"Falls Church city, Virginia",14128,72325,445,3.15%,Falls Church city,Virginia
"Franklin city, Virginia",8147,24025,1178,14.46%,Franklin city,Virginia
"Fredericksburg city, Virginia",28622,35731,4052,14.16%,Fredericksburg city,Virginia
"Galax city, Virginia",6517,23025,1490,22.86%,Galax city,Virginia
"Hampton city, Virginia",135041,30135,19751,14.63%,Hampton city,Virginia
"Harrisonburg city, Virginia",53273,23202,13025,24.45%,Harrisonburg city,Virginia
"Hopewell city, Virginia",22456,21927,5253,23.39%,Hopewell city,Virginia
"Lexington city, Virginia",7241,19047,1191,16.45%,Lexington city,Virginia
"Lynchburg city, Virginia",80569,23863,13676,16.97%,Lynchburg city,Virginia
"Manassas city, Virginia",41174,33082,3270,7.94%,Manassas city,Virginia
"Manassas Park city, Virginia",16986,34326,1073,6.32%,Manassas Park city,Virginia
"Martinsville city, Virginia",12852,22836,2962,23.05%,Martinsville city,Virginia
"Newport News city, Virginia",179673,28294,26138,14.55%,Newport News city,Virginia
"Norfolk city, Virginia",244601,29830,41016,16.77%,Norfolk city,Virginia
"Norton city, Virginia",3970,21741,1102,27.76%,Norton city,Virginia
"Petersburg city, Virginia",31362,23611,7406,23.61%,Petersburg city,Virginia
"Poquoson city, Virginia",12090,40258,679,5.62%,Poquoson city,Virginia
"Portsmouth city, Virginia",95097,26312,15312,16.1%,Portsmouth city,Virginia
"Radford city, Virginia",17691,21797,5349,30.24%,Radford city,Virginia
"Richmond city, Virginia",226622,33549,50200,22.15%,Richmond city,Virginia
"Roanoke city, Virginia",99229,27006,20240,20.4%,Roanoke city,Virginia
"Salem city, Virginia",25317,31924,2058,8.13%,Salem city,Virginia
"Staunton city, Virginia",24432,30166,2565,10.5%,Staunton city,Virginia
"Suffolk city, Virginia",90093,34940,9267,10.29%,Suffolk city,Virginia
"Virginia Beach city, Virginia",450201,37776,32183,7.15%,Virginia Beach city,Virginia
"Waynesboro city, Virginia",22140,27033,3659,16.53%,Waynesboro city,Virginia
"Williamsburg city, Virginia",14927,29758,2188,14.66%,Williamsburg city,Virginia
"Winchester city, Virginia",27897,30859,4355,15.61%,Winchester city,Virginia
"Adams County, Washington",19594,20248,4951,25.27%,Adams County,Washington
"Asotin County, Washington",22421,29695,2795,12.47%,Asotin County,Washington
"Benton County, Washington",197518,32882,23336,11.81%,Benton County,Washington
"Chelan County, Washington",76229,30870,8811,11.56%,Chelan County,Washington
"Clallam County, Washington",75392,30283,10768,14.28%,Clallam County,Washington
"Clark County, Washington",473252,35860,43384,9.17%,Clark County,Washington
"Columbia County, Washington",3992,36551,446,11.17%,Columbia County,Washington
"Cowlitz County, Washington",106778,28876,15131,14.17%,Cowlitz County,Washington
"Douglas County, Washington",42023,30544,4849,11.54%,Douglas County,Washington
"Ferry County, Washington",7578,25857,1292,17.05%,Ferry County,Washington
"Franklin County, Washington",92009,24380,13558,14.74%,Franklin County,Washington
"Garfield County, Washington",2230,26742,227,10.18%,Garfield County,Washington
"Grant County, Washington",95502,24280,14023,14.68%,Grant County,Washington
"Grays Harbor County, Washington",72779,27210,10037,13.79%,Grays Harbor County,Washington
"Island County, Washington",82866,37087,6291,7.59%,Island County,Washington
"Jefferson County, Washington",31285,36598,3945,12.61%,Jefferson County,Washington
