"Part","Type","Type","Brand","牌子","Model","Other Information","其他資料","Place of Manufacture","製造地點","Applicant","申請人","Telephone Number","Approval Expiry Date"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","Crown","皇冠牌","WH-S10TF","TOP FLUE","頂出煙道","The People's Republic of China","中華人民共和國","Crown Gas Stoves Co., Ltd.","皇冠爐具有限公司","2541 2971","2009-08-24"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","Crown","皇冠牌","WH-S10BF","BACK FLUE","背出煙道","The People's Republic of China","中華人民共和國","Crown Gas Stoves Co., Ltd.","皇冠爐具有限公司","2541 2971","2010-01-11"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","Deutschooner","朗高","DW-10B","BACK FLUE","背出煙道","The People's Republic of China","中華人民共和國","Sunrise Enterprise HK Limited","朗昇企業香港有限公司","2690 0968","2013-10-01"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","Deutschooner","朗高","DW-13BL","BACK FLUE","背出煙道","The People's Republic of China","中華人民共和國","Sunrise Enterprise HK Limited","朗昇企業香港有限公司","2690 0968","2016-01-13"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","Deutschooner","朗高","DW-13TL","TOP FLUE","頂出煙道","The People's Republic of China","中華人民共和國","Sunrise Enterprise HK Limited","朗昇企業香港有限公司","2690 0968","2016-01-13"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","Gastar","星牌","GH10LG-T","TOP FLUE","頂出煙道","The People's Republic of China","中華人民共和國","Gastar Group Company Limited","星牌集團有限公司","2394 6060","2016-03-22"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","Gastar","星牌","GH10LG-B","BACK FLUE","背出煙道","The People's Republic of China","中華人民共和國","Gastar Group Company Limited","星牌集團有限公司","2394 6060","2016-03-22"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","Gastar","星牌","GH12A2","BACK FLUE","背出煙道","The People's Republic of China","中華人民共和國","Chuen Kwong Hong Ltd","全光行有限公司","2394 6060","2012-04-03"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","Gastar","星牌","GH16A2","BACK FLUE","背出煙道","The People's Republic of China","中華人民共和國","Chuen Kwong Hong Ltd","全光行有限公司","2394 6060","2012-04-03"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","Gastar","星牌","GH-10A(GP)","BACK FLUE","背出煙道","The People's Republic of China","中華人民共和國","Chuen Kwong Hong Ltd","全光行有限公司","2394 6060","2009-05-18"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","Gastar","星牌","GH-10A(GP)","TOP FLUE","頂出煙道","The People's Republic of China","中華人民共和國","Chuen Kwong Hong Ltd","全光行有限公司","2394 6060","2009-07-02"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","GERMAN POOL","德國寶","GPS13-LG-U","TOP FLUE","頂出煙道","The People's Republic of China","中華人民共和國","German Pool (Hong Kong) Ltd.","德國寶（香港）有限公司","2773 2812","2021-01-18"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","GERMAN POOL","德國寶","GPS13-LG-B","BACK FLUE","背出煙道","The People's Republic of China","中華人民共和國","German Pool (Hong Kong) Ltd.","德國寶（香港）有限公司","2773 2812","2021-01-18"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","GERMAN POOL","德國寶","GPS12-LG-B","BACK FLUE","背出煙道","The People's Republic of China","中華人民共和國","German Pool (Hong Kong) Ltd.","德國寶（香港）有限公司","2773 2812","2016-01-18"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","GERMAN POOL","德國寶","GPS12-LG-U","TOP FLUE","頂出煙道","The People's Republic of China","中華人民共和國","German Pool (Hong Kong) Ltd.","德國寶（香港）有限公司","2773 2812","2016-01-20"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","GERMAN POOL","德國寶","GPS16-LG-B","BACK FLUE","背出煙道","The People's Republic of China","中華人民共和國","German Pool (Hong Kong) Ltd.","德國寶（香港）有限公司","2773 2812","2018-06-16"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","GERMAN POOL","德國寶","GPS16-LG-U","TOP FLUE","頂出煙道","The People's Republic of China","中華人民共和國","German Pool (Hong Kong) Ltd.","德國寶（香港）有限公司","2773 2812","2018-06-16"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","GERMAN POOL","德國寶","GPS212-LG-B","BACK FLUE","背出煙道","The People's Republic of China","中華人民共和國","German Pool (Hong Kong) Ltd.","德國寶（香港）有限公司","2773 2812","2021-05-05"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","GERMAN POOL","德國寶","GPS212-LG-U","TOP FLUE","頂出煙道","The People's Republic of China","中華人民共和國","German Pool (Hong Kong) Ltd.","德國寶（香港）有限公司","2773 2812","2021-05-05"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","giggas","上將","Giw-13BMW(LPG)","BACK FLUE","背出煙道","The People's Republic of China","中華人民共和國","World Engineering Limited","上將工程有限公司","2347 9278","2021-03-22"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","giggas","","Giw-12N2(LPG)","BACK FLUE","背出煙道","The People's Republic of China","中華人民共和國","World Engineering Limited","上將工程有限公司","2347 9278","2021-11-14"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","giggas","","Giw-12UPN2(LPG)","TOP FLUE","頂出煙道","The People's Republic of China","中華人民共和國","World Engineering Limited","上將工程有限公司","2347 9278","2021-11-14"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","giggas","上將","Giw-212S(LPG)","BACK FLUE","背出煙道","The People's Republic of China","中華人民共和國","World Engineering Limited","上將工程有限公司","2347 9278","2018-06-18"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","giggas","上將","Giw-FA13(LPG)","BACK FLUE","背出煙道","The People's Republic of China","中華人民共和國","World Engineering Limited","上將工程有限公司","2347 9278","2016-02-22"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","giggas","上將","Giw-12N1(LPG)","BACK FLUE","背出煙道","The People's Republic of China","中華人民共和國","World Engineering Limited","上將工程有限公司","2347 9278","2016-10-23"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","giggas","上將","Giw-12UPN1(LPG)","TOP FLUE","頂出煙道","The People's Republic of China","中華人民共和國","World Engineering Limited","上將工程有限公司","2347 9278","2016-10-23"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","giggas","上將","Giw-12/LP","BACK FLUE","背出煙道","The People's Republic of China","中華人民共和國","World Engineering Limited","上將工程有限公司","2347 9278","2011-06-04"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","giggas","上將","Giw-12UP/LPG","TOP FLUE","頂出煙道","The People's Republic of China","中華人民共和國","World Engineering Limited","上將工程有限公司","2347 9278","2013-10-29"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","GMO","","GM11A","TOP FLUE","頂出煙道","The People's Republic of China","中華人民共和國","GMG International co. Ltd.","高美高國際有限公司","2156 1056","2009-09-10"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","GMO","","GM11B","BACK FLUE","背出煙道","The People's Republic of China","中華人民共和國","GMG International co. Ltd.","高美高國際有限公司","2156 1056","2009-09-10"
