SCHEDULE NUMBER,NEGOTIATION NUMBER,BLANK1,COMPANY IDENTIFYING INFORMATION ,SIC Code,BLANK2,SIC Code,SIC Code,BLANK3,TYPE OF BARGAINING UNIT,BLANK4,REGIONAL OR STATE,BLANK5,LOCATION,BLANK6,UNION,BLANK7,UNION CODE,BLANK8,NUMBER OF EMPLOYEES,BLANK9,NEGOTIATION DATE,BLANK10,AGREEMENT EFFECTIVE DATE,BLANK11,NEW EXPIRATION DATE,BLANK12,REOPENING DATE,BLANK13,ESCALATOR OVERALL CONTROL,INDEX CODE,BLANK14,TYPE OF ESCALATOR CLAUSE,MINIMUM AND/OR MAXIMUM CODE,BLANK15,CPI BASE YEAR,BLANK16,CPI FORMULA,BLANK17,DATE OF FIRST COST-OF-LIVING REVIEW,BLANK18,DATE OF LAST COST-OF-LIVING REVIEW,BLANK19,WORK STOPPAGE BEGINNING DATE,BLANK20,WORK STOPPAGE ENDING DATE
37093,54,,HOWMET CORP,50,,Transportation Equipment,28,,"MULTIPLANT, ONE COMPANY",,MICHIGAN,,"MI,WHITEHALL",,AUTO WORKERS,,AUTO WORKERS,,1600,,6/1/81,,6/1/81,,6/1/84,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1957-59 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,7/6/81,,4/2/84,,,,
37093,55,,HOWMET TURBINE COMPONENTS CORP,50,,Transportation Equipment,28,,"MULTIPLANT, ONE COMPANY",,MICHIGAN,,"MI,WHI",,AUTO WORKERS,,AUTO WORKERS,,1600,,2/19/83,,2/19/83,,6/1/85,,,,CHANGE IN COLA CLAUSE NO EFFECT ON WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,4/2/84,,4/1/85,,,,
37093,57,,HOWMET CORP.     K 4183,50,,Transportation Equipment,28,,"MULTIPLANT, ONE COMPANY",,MICHIGAN,,"MI,WHITEHALL",,AUTO WORKERS,,AUTO WORKERS,,2700,,6/1/88,,6/1/88,,6/1/91,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,7/1/88,,4/1/91,,,,
37093,58,,HOWMET CORP  K 4183,50,,Transportation Equipment,28,,"MULTIPLANT, ONE COMPANY",,MICHIGAN,,"MI,WHITEHALL",,AUTO WORKERS,,AUTO WORKERS,,1800,,6/1/91,,6/1/91,,5/31/94,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",MAXIMUM BUT NO MINIMUM,,Unknown or Other,,1 CENT FOR EACH 0.4 PT. CHANGE,,7/1/91,,1/1/93,,,,
37093,59,,HOWMET CORP  K 4183,50,,Transportation Equipment,28,,"SINGLE PLANT, ONE COMPANY",,MICHIGAN,,"MI,WHITEHALL",,AUTO WORKERS,,AUTO WORKERS,,950,,4/13/94,,6/1/94,,5/31/97,,,,"CLAUSE DISCONTINUED, NO CODING IN SUBFIELDS",,,,,,,,,,,,,,,,
37104,51,,MCDONNELL DOUGLAS CORP INC,,,Transportation Equipment,21,,"MULTIPLANT, ONE COMPANY",,CALIFORNIA,,CA LONG BEACH,,AUTO WORKERS,,AUTO WORKERS,,14800,,1/13/72,,12/6/71,,9/15/74,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,COMBINATION OF 17 AND 01,NO MINIMUM OR MAXIMUM ADJUSTMENT,,1957-59 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,7/17/72,,7/15/74,,,,
37104,52,,MCDONNELL DOUGLAS CORP INC,,,Transportation Equipment,21,,"MULTIPLANT, ONE COMPANY",,CALIFORNIA,,"CA,LONG BEACH",,AUTO WORKERS,,AUTO WORKERS,,8500,,2/23/75,,9/16/74,,10/15/77,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,4/6/75,,10/6/77,,,,
37104,53,,MCDONNELL DOUGLAS CORP INC,,,Transportation Equipment,21,,"MULTIPLANT, ONE COMPANY",,CALIFORNIA,,CA LONG BEACH,,AUTO WORKERS,,AUTO WORKERS,,8200,,4/15/78,,10/16/77,,10/15/80,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,10/16/77,,7/1/80,,1/13/78,,4/15/78
37104,54,,MCDONNELL DOUGLAS CORP,50,,Transportation Equipment,21,,"MULTIPLANT, ONE COMPANY",,CALIFORNIA,,"CA,LONG BEACH",,AUTO WORKERS,,AUTO WORKERS,,15000,,10/20/80,,10/16/80,,10/15/83,,,,CHANGE IN COLA CLAUSE NO EFFECT ON WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,1/16/81,,7/16/83,,,,
37104,55,,MCDONNELL DOUGLAS CORP.INC.,50,,Transportation Equipment,21,,"MULTIPLANT, ONE COMPANY",,CALIFORNIA,,"CA,LONG BEACH",,AUTO WORKERS,,AUTO WORKERS,,4800,,2/10/84,,10/17/83,,10/16/86,,,,CHANGE IN COLA CLAUSE NO EFFECT ON WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,4/7/84,,7/6/86,,10/17/83,,2/9/84
37104,56,,MCDONNELL DOUGLAS,50,,Transportation Equipment,21,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,13000,,12/20/87,,10/16/86,,3/19/91,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,1/11/88,,1/11/91,,,,
37104,57,,MCDONNELL DOUGLAS CORP K 4066,50,,Transportation Equipment,21,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,21400,,10/29/91,,3/18/91,,4/16/95,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,1/1/92,,1/1/95,,,,
37104,58,,MCDONNELL DOUGLAS CORP K 4066,50,,Transportation Equipment,21,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,8000,,4/23/95,,4/17/95,,12/31/99,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,7/1/95,,10/1/98,,,,
37120,51,,WEATHERHEAD CO,,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,EAST NORTH CENTRAL REGION,,EAST NO CENT,,AUTO WORKERS,,AUTO WORKERS,,1100,,4/20/74,,4/1/74,,3/31/77,,,,"CLAUSE ESTABLISHED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,JANUARY AND JULY,MAXIMUM BUT NO MINIMUM,,1957-59 = 100,,AT&T OR OTHER FORMULAS,,1/6/75,,1/6/77,,4/1/74,,4/20/74
37120,52,,WEATHERHEAD CO,,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,EAST NORTH CENTRAL REGION,,EAST NO CENT,,AUTO WORKERS,,AUTO WORKERS,,2200,,4/1/77,,4/1/77,,3/31/80,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",MAXIMUM BUT NO MINIMUM,,1957-59 = 100,,AT&T OR OTHER FORMULAS,,7/1/77,,1/1/80,,,,
37120,53,,WEATHERHEAD CO,50,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,EAST NORTH CENTRAL REGION,,EAST NO CENT,,AUTO WORKERS,,AUTO WORKERS,,1700,,4/1/80,,4/1/80,,4/8/83,,,,CHANGE IN COLA CLAUSE NO EFFECT ON WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,7/1/80,,1/1/83,,,,
37120,54,,"DANA CORP,WEATHERHEAD DIV",50,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,EAST NORTH CENTRAL REGION,,EAST NO CENT,,AUTO WORKERS,,AUTO WORKERS,,1000,,4/9/83,,4/9/83,,4/5/86,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,4/9/84,,1/1/86,,,,
37120,55,,"DANA CORP.,WEATHERHEAD DIV.",50,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,EAST NORTH CENTRAL REGION,,EAST NO CENT,,AUTO WORKERS,,AUTO WORKERS,,1200,,4/14/86,,4/14/86,,5/1/89,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,7/7/86,,1/7/89,,,,
37120,56,,"DANA CORP, WEATHERHEAD DIV.",50,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,EAST NORTH CENTRAL REGION,,EAST  CENT,,AUTO WORKERS,,AUTO WORKERS,,1200,,8/1/88,,8/1/88,,4/1/92,,,,CHANGE IN COLA CLAUSE DECREASING WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,OTHER,NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,10/1/88,,1/1/92,,,,
37120,57,,"DANA CORP,WEATHERHEAD DIV  K 4184",50,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,1014,,6/7/92,,4/6/92,,4/7/97,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,1/1/93,,1/1/97,,4/6/92,,6/7/92
37145,51,,"GENERAL DYNAMICS CORP,LAND SYSTEMS DIV",50,,Transportation Equipment,95,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,5300,,9/26/82,,9/23/82,,9/14/85,,,,"ESCALATOR CLAUSE REESTABLISHED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,12/30/82,,3/20/83,,9/15/82,,9/26/82
37145,52,,"GEN'L DYNAMICS CORP, LAND SYSTEMS DIV.",50,,Transportation Equipment,95,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,5000,,11/8/85,,11/8/85,,6/15/88,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,3/20/86,,3/20/88,,9/18/85,,11/8/85
37145,53,,"GENERAL DYNAMICS CORP, LAND SYSTEM DIV",50,,Transportation Equipment,95,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,6000,,6/15/88,,6/15/88,,6/16/91,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,9/15/88,,3/18/91,,,,
37145,54,,"GENERAL DYNAMICS CORP,LAND SYSTEM DIV",50,,Transportation Equipment,95,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,3838,,6/28/91,,6/17/91,,6/18/94,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,9/1/91,,3/1/94,,,,
37145,55,,"GENERAL DYNAMICS CORP,LAND SYSTEM DIV",50,,Transportation Equipment,95,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,2000,,7/22/94,,6/19/94,,6/22/97,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,9/1/94,,3/1/97,,6/19/94,,7/22/94
37149,51,,"NEW UNITED MOTOR MANUFACTURING,INC.",50,,Transportation Equipment,11,,"SINGLE PLANT, ONE COMPANY",,CALIFORNIA,,"CA,FREEMONT",,AUTO WORKERS,,AUTO WORKERS,,1200,,6/25/85,,7/1/85,,6/30/88,,,,"CLAUSE ESTABLISHED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,9/6/85,,6/6/87,,,,
37149,52,,"NEW UNITED MOTOR MANUFACTURING,INC",50,,Transportation Equipment,11,,"SINGLE PLANT, ONE COMPANY",,CALIFORNIA,,"CA,FREEMONT",,AUTO WORKERS,,AUTO WORKERS,,2100,,6/30/88,,7/1/88,,6/30/91,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,9/6/88,,6/6/90,,,,
37149,53,,NEW UNITED MOTOR MANUFACTURING INC.,50,,Transportation Equipment,11,,"SINGLE PLANT, ONE COMPANY",,CALIFORNIA,,"CA,FREEMONT",,AUTO WORKERS,,AUTO WORKERS,,2600,,7/3/91,,7/1/91,,7/31/94,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,9/1/91,,3/1/94,,,,
37149,54,,"NEW UNITED MOTOR MANUFACTURING,INC",50,,Transportation Equipment,11,,"SINGLE PLANT, ONE COMPANY",,CALIFORNIA,,"CA,FREMONT",,AUTO WORKERS,,AUTO WORKERS,,3500,,8/10/94,,8/1/94,,7/31/98,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,9/1/94,,3/1/98,,,,
37152,51,,MAZDA MOTORS MFGR CORP.,50,,Transportation Equipment,14,,"SINGLE PLANT, ONE COMPANY",,MICHIGAN,,"MI,FLAT ROCK",,AUTO WORKERS,,AUTO WORKERS,,2000,,3/17/88,,3/7/88,,3/3/91,,,,"CLAUSE ESTABLISHED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,3/17/88,,12/7/90,,,,
37152,52,,MAZDA MOTORS MFG CORP,50,,Transportation Equipment,14,,"SINGLE PLANT, ONE COMPANY",,MICHIGAN,,"MI,FLAT ROCK",,AUTO WORKERS,,AUTO WORKERS,,2900,,3/13/91,,3/4/91,,3/3/94,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,3/4/91,,12/1/93,,,,
37152,53,,AUTO ALLIANCE (FMLY MAZDA MOTORS MFG CORP),50,,Transportation Equipment,14,,"SINGLE PLANT, ONE COMPANY",,MICHIGAN,,"MI,FLAT ROCK",,AUTO WORKERS,,AUTO WORKERS,,3200,,3/8/94,,2/27/94,,3/2/97,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,6/1/94,,12/1/96,,,,
37154,53,,SUNSTRAND CORP  K 3255,50,,Transportation Equipment,28,,"MULTIPLANT, ONE COMPANY",,ILLINOIS,,IL.ROCKFORD,,AUTO WORKERS,,AUTO WORKERS,,1100,,11/16/76,,11/16/76,,5/16/80,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,1/1/77,,4/1/80,,,,
37154,54,,SUNSTRAND CORP  K 3255,50,,Transportation Equipment,28,,"MULTIPLANT, ONE COMPANY",,ILLINOIS,,IL.ROCKFORD,,AUTO WORKERS,,AUTO WORKERS,,1300,,2/12/80,,2/12/80,,5/16/83,,,,CHANGE IN COLA CLAUSE NO EFFECT ON WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,7/1/80,,7/1/82,,,,
37154,55,,SUNDSTRAND CORP      LU 592     K3255,50,,Industrial And Commercial Machinery And Computer Equipment,41,,"MULTIPLANT, ONE COMPANY",,ILLINOIS,,"IL,ROCKFORD",,AUTO WORKERS,,AUTO WORKERS,,1000,,8/15/82,,8/30/82,,5/25/86,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,4/1/86,,4/1/86,,,,
37154,56,,SUNSTRAND CORP  LU 592  K 3255,50,,Transportation Equipment,41,,"SINGLE PLANT, ONE COMPANY",,ILLINOIS,,"IL,ROCKFORD",,AUTO WORKERS,,AUTO WORKERS,,931,,3/28/89,,4/3/89,,5/24/92,,,,"CLAUSE DISCONTINUED, NO CODING IN SUBFIELDS",,,,,,,,,,,,,,,,
37154,57,,SUNSTRAND CORP  LU 592   K 3233,50,,Transportation Equipment,41,,"SINGLE PLANT, ONE COMPANY",,ILLINOIS,,"IL,ROCKFORD",,AUTO WORKERS,,AUTO WORKERS,,750,,5/22/92,,5/25/92,,5/21/95,,,,,,,,,,,,,,,,,,,,
37154,58,,SUNSTRAND CORP  LU 592  K 3255,50,,Transportation Equipment,41,,"SINGLE PLANT, ONE COMPANY",,ILLINOIS,,"IL,ROCKFORD",,AUTO WORKERS,,AUTO WORKERS,,700,,5/21/95,,5/22/95,,5/24/98,,,,,,,,,,,,,,,,,,,,
37155,51,,DIAMOND STAR MOTORS,50,,Transportation Equipment,11,,"SINGLE PLANT, ONE COMPANY",,ILLINOIS,,"IL,NORMAL",,AUTO WORKERS,,AUTO WORKERS,,2500,,8/27/89,,8/28/89,,8/23/92,,,,"CLAUSE ESTABLISHED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,9/1/89,,6/1/92,,,,
37155,52,,DIAMOND STAR MOTORS,50,,Transportation Equipment,11,,"SINGLE PLANT, ONE COMPANY",,ILLINOIS,,"IL,NORMAL",,AUTO WORKERS,,AUTO WORKERS,,2500,,8/30/92,,8/27/92,,8/30/95,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,9/1/92,,6/1/95,,,,
37155,53,,MITSUBISHI MOTORS (FMLY DIAMOND STAR MOTORS),50,,Transportation Equipment,11,,"SINGLE PLANT, ONE COMPANY",,ILLINOIS,,"IL,NORMAL",,AUTO WORKERS,,AUTO WORKERS,,3000,,8/31/95,,8/28/95,,8/27/98,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,9/1/95,,6/1/98,,,,
37158,54,,MARTIN MARIETTA AEROSPACE DIVMM CORP  K10,50,,Transportation Equipment,61,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,3250,,11/15/81,,11/9/81,,11/1/84,,,,CHANGE IN COLA CLAUSE INCREASING WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"FEBRUARY, MAY, AUGUST, AND NOVEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,2/14/82,,8/13/84,,,,
37158,55,,MARTIN MARIETTA AEROSPACE DIV  K10,50,,Transportation Equipment,61,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,4800,,11/12/84,,11/12/84,,11/1/87,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"FEBRUARY, MAY, AUGUST, AND NOVEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1957-59 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,2/14/85,,8/14/87,,,,
37158,56,,MARTIN MARIETTA AEROSPACE K10 313-926-5277,50,,Transportation Equipment,61,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,6000,,11/8/87,,11/8/87,,11/1/90,,,,CHANGE IN COLA CLAUSE INCREASING WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"FEBRUARY, MAY, AUGUST, AND NOVEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1957-59 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,2/8/88,,8/1/90,,,,
37158,58,,MARTIN MARIETTA AEROSPACE DIV    K10,50,,Transportation Equipment,61,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,1800,,12/11/93,,11/1/93,,11/1/96,,,,"CLAUSE DISCONTINUED, NO CODING IN SUBFIELDS",,,,,,,,,,,,,,,,
37160,51,,SATURN/GM CORP,50,,Transportation Equipment,11,,"SINGLE PLANT, ONE COMPANY",,TENNESSEE,,"TN,SPRING HIL",,AUTO WORKERS,,AUTO WORKERS,,4700,,11/14/91,,11/1/91,,10/31/92,,,,,,,,,,,,,,,,,,,,
37160,52,,SATURN  CORP,50,,Transportation Equipment,11,,"SINGLE PLANT, ONE COMPANY",,TENNESSEE,,"TN,SPRING HIL",,AUTO WORKERS,,AUTO WORKERS,,6156,,1/1/95,,1/1/95,,12/31/96,,,,,,,,,,,,,,,,,,,,
37165,51,,THE MURRAY OHIO MANUFACTURING CO,50,,Transportation Equipment,51,,"SINGLE PLANT, ONE COMPANY",,TENNESSEE,,"TN, LAWRENCEB",,AUTO WORKERS,,AUTO WORKERS,,3600,,11/15/93,,11/1/93,,9/1/96,,,,,,,,,,,,,,,,,,,,
